ds,yhat,yhat_lower,yhat_upper,Year
2023-12-31,6.085562868041091,-3.7525945263440748,16.415650171031263,2023
2024-12-31,5.852676789469345,-4.360370932274152,15.401598861533143,2024
2025-12-31,5.6204270116587205,-3.55120089586607,15.2053895117297,2025
2026-12-31,5.388177233848099,-4.531136430650295,14.961717273647027,2026
2027-12-31,5.155927456037476,-4.6214776978979115,15.42044569750642,2027
